iter	MultiClass
562	0.06991378637
563	0.06974750405
564	0.06952444176
565	0.06948049283
566	0.06945095089
567	0.06927484983
568	0.06925849923
569	0.06914949005
570	0.06901919015
571	0.06887516207
572	0.06865244634
573	0.06848048287
574	0.06846365919
575	0.06833779862
576	0.06825936314
577	0.06810759632
578	0.06798519035
579	0.06755530036
580	0.06747856496
581	0.06729080016
582	0.06693986148
583	0.06692484375
584	0.06679571847
585	0.06668980471
586	0.06645139067
587	0.06629155465
588	0.06613471797
589	0.06594853266
590	0.06588792256
591	0.06563235765
592	0.06552960364
593	0.0654415539
594	0.06533992866
595	0.06524247564
596	0.06494220302
597	0.06488514471
598	0.06483587218
599	0.06463568578
600	0.06438711044
601	0.06426367655
602	0.06413334702
603	0.06397228481
604	0.06389352062
605	0.0635604898
606	0.06351735867
607	0.06334888157
608	0.06333489343
609	0.06314305239
610	0.06298325507
611	0.06290867561
612	0.06266544768
613	0.06243373607
614	0.0623218045
615	0.06215575892
616	0.0620261058
617	0.06191937316
618	0.06182649528
619	0.06180601315
620	0.06167415796
621	0.06162816879
622	0.06159582418
623	0.06144754459
624	0.0612025941
625	0.06103486785
626	0.06079943386
627	0.06064962554
628	0.06048314326
629	0.06033089617
630	0.06031917037
631	0.06018843699
632	0.06016584188
633	0.05993525037
634	0.05986156717
635	0.05970929997
636	0.05941275268
637	0.05935974228
638	0.05929595791
639	0.05921610661
640	0.05893091259
641	0.05891436059
642	0.05890645721
643	0.05880422407
644	0.05866048683
645	0.05855722735
646	0.05850339627
647	0.05849018177
648	0.05841392503
649	0.058257161
650	0.05822238056
651	0.05802239546
652	0.05800386935
653	0.05795165384
654	0.05788755256
655	0.05786827999
656	0.05769344767
657	0.05762281288
658	0.05754382779
659	0.05741146011
660	0.05732336642
661	0.05717991563
662	0.05714121742
663	0.05680622991
664	0.05670989967
665	0.05664208587
666	0.05648827604
667	0.05636633538
668	0.05629944376
669	0.0561795086
670	0.05601867745
671	0.05588098781
672	0.05580094763
673	0.05569709801
674	0.05557894386
675	0.05540553185
676	0.05527524318
677	0.05517516448
678	0.0550878857
679	0.05502475696
680	0.05490205169
681	0.05468492792
682	0.05460812646
683	0.05450974576
684	0.05427021419
685	0.05418787877
686	0.05406637986
687	0.05396991313
688	0.0539030181
689	0.05379182864
690	0.05378169572
691	0.05366481808
692	0.05365086694
693	0.05351691734
694	0.05336333592
695	0.05329305399
696	0.05312677965
697	0.0530474144
698	0.05292414216
699	0.05287352171
700	0.05285564391
701	0.05276247718
702	0.05265166089
703	0.05247225563
704	0.05236689033
705	0.05235750159
706	0.05226237322
707	0.05217159487
708	0.05209180609
709	0.052077363
710	0.05188808328
711	0.05169586839
712	0.05165860924
713	0.05154023421
714	0.05134235022
715	0.05124678095
716	0.05108829094
717	0.05094752935
718	0.05093954261
719	0.05077488491
720	0.05074909395
721	0.05067472957
722	0.05051792371
723	0.05048321364
724	0.05037101752
725	0.05028274498
726	0.05027499979
727	0.05026366044
728	0.05020057791
729	0.05012725836
730	0.04997276931
731	0.049911192
732	0.04987204365
733	0.0498083433
734	0.04972102979
735	0.04971145475
736	0.04969266201
737	0.0495978426
738	0.04953358277
739	0.04942762137
740	0.04933485418
741	0.0492841301
742	0.04921886642
743	0.0491421719
744	0.04909460014
745	0.04896117315
746	0.04885412094
747	0.0486920977
748	0.04861144056
749	0.04843740693
750	0.04840116499
751	0.04838303408
752	0.0482438168
753	0.04815583864
754	0.04809612809
755	0.04808689285
756	0.04803433747
757	0.04796299559
758	0.04784918475
759	0.04776453424
760	0.04760831984
761	0.04760133019
762	0.04752736802
763	0.0475214166
764	0.04742953894
765	0.04735696874
766	0.0473171616
767	0.04731069882
768	0.04729804873
769	0.04728869431
770	0.04720222937
771	0.04717664111
772	0.04712369494
773	0.04707818767
774	0.04701997743
775	0.04690055953
776	0.04681824772
777	0.04676388302
778	0.0467251937
779	0.04664312081
780	0.046618779
781	0.04657376438
782	0.04650459646
783	0.04642582954
784	0.04633900925
785	0.04630486972
786	0.04619192963
787	0.04617525194
788	0.04611135496
789	0.04609344687
790	0.04602908578
791	0.04594216466
792	0.04583901985
793	0.0457699979
794	0.04571747338
795	0.04558138925
796	0.04546029187
797	0.04535700071
798	0.0452552888
799	0.04522607844
800	0.04518856753
801	0.04507606488
802	0.04506944692
803	0.04499228887
804	0.04488932812
805	0.04487930299
806	0.04475043239
807	0.04469423744
808	0.04455577845
809	0.04449015284
810	0.04442329497
811	0.0443698695
812	0.04430978453
813	0.04424703051
814	0.0441493336
815	0.04407379538
816	0.04396093131
817	0.04395310324
818	0.0439455983
819	0.04392890187
820	0.04384036986
821	0.04374642616
822	0.04363892904
823	0.04357856999
824	0.04347960531
825	0.04342601363
826	0.04337929637
827	0.04330312239
828	0.04328102268
829	0.04317930677
830	0.04309248171
831	0.04301237118
832	0.04288664417
833	0.04284448032
834	0.04276447321
835	0.04269615442
836	0.04262474511
837	0.04256698175
838	0.04249894712
839	0.04249241215
840	0.04243063027
841	0.04240036405
842	0.04239166205
843	0.04228812917
844	0.04223735059
845	0.04222488504
846	0.04217769297
847	0.0420896284
848	0.04203998413
849	0.04197696586
850	0.04186434895
851	0.04179772061
852	0.04173092773
853	0.04159529198
854	0.04151038336
855	0.04143060691
856	0.04130093451
857	0.04123829735
858	0.04113800798
859	0.04105175086
860	0.04102530539
861	0.04095948018
862	0.04095332028
863	0.04087518091
864	0.04084527875
865	0.04083502889
866	0.04073795063
867	0.04060737239
868	0.04059408461
869	0.04049941865
870	0.0404676071
871	0.04042692174
872	0.04034526016
873	0.04033907316
874	0.04030298669
875	0.0402240719
876	0.04016439798
877	0.04003794363
878	0.03999022929
879	0.0399266047
880	0.03981566888
881	0.03972278481
882	0.03971779816
883	0.03961920471
884	0.03952574502
885	0.0394589768
886	0.03944853038
887	0.03938125398
888	0.03932027261
889	0.0392193084
890	0.03916466249
891	0.03903162423
892	0.0389790792
893	0.03893734068
894	0.03893114798
895	0.03891259673
896	0.03884668126
897	0.03881261101
898	0.03875788091
899	0.03870649833
900	0.03863039279
901	0.03860357444
902	0.03859990963
903	0.03856172444
904	0.03852481549
905	0.03845633692
906	0.03843298745
907	0.03836980775
908	0.03836344436
909	0.03834102817
910	0.0382672937
911	0.03822137372
912	0.03817308647
913	0.03807519553
914	0.0380222791
915	0.03795251858
916	0.03793055289
917	0.0378868227
918	0.03788125683
919	0.0377895615
920	0.03770931948
921	0.03770174575
922	0.037657441
923	0.03758591552
924	0.03757659317
925	0.03747445584
926	0.03743713402
927	0.03740425088
928	0.0372806995
929	0.03725625336
930	0.03720493379
931	0.03717566091
932	0.03715357904
933	0.03707312989
934	0.03699979674
935	0.03695286162
936	0.03685587602
937	0.03676499652
938	0.03672855318
939	0.03670393584
940	0.03656661787
941	0.03651522309
942	0.0364242169
943	0.03637253809
944	0.03631901158
945	0.03631077272
946	0.03628205915
947	0.03626271125
948	0.03618214136
949	0.03613491692
950	0.03612963868
951	0.03612635842
952	0.03612057435
953	0.03605108186
954	0.03603151036
955	0.03600253686
956	0.03595901226
957	0.03591425335
958	0.03587808338
959	0.03581031024
960	0.03569384689
961	0.03565311737
962	0.03563176483
963	0.03560966873
964	0.03548941963
965	0.03544689882
966	0.03542501742
967	0.03538749958
968	0.03533832309
969	0.0352945004
970	0.03526507379
971	0.03520036158
972	0.03514707176
973	0.03510402995
974	0.03506797485
975	0.03502047495
976	0.03500008891
977	0.03494155264
978	0.03485935863
979	0.03480614634
980	0.03473613321
981	0.03466336874
982	0.03458159289
983	0.03454531128
984	0.03451766858
985	0.03445420591
986	0.03441830964
987	0.0344120899
988	0.03433268458
989	0.03430537391
990	0.0343016097
991	0.03424068552
992	0.03418551351
993	0.03417271266
994	0.03410850729
995	0.03406920835
996	0.03404383627
997	0.03400004529
998	0.03396768496
999	0.03392265909
